5495049 | cookie cookie | New mark | 12.100
8837495 | pie waffle | Milka | 6.973
3998588 | cookie cake | Nestle | 7.977
2728499 | donnat  | Karmela | 1
7791259 | cake pie | My firm | 12.899
7329640 | chocolate cookie | Nestle | 28
3729403 | cookie donnat | Milka | 12
5273151 | bonbon cake | Nestle | 18
1025436 | cake cake | Milka | 29.791
4161243 | cake pie | My firm | 24
1477514 | pie bisquits | My firm | 26
3450830 | cake bonbon | Ood | 3
4203698 | donnat  | My firm | 7
3702098 | bonbon chocolate | Ood | 8
1006440 | donnat  | Nestle | 27.692
344444 | cookie chocolate | Kinder | 22
3422390 | pie chocolate | Kinder | 0.995
7640113 | pie bonbon | Milka | 13
9242674 | donnat bisquits | Nestle | 8
5623586 | waffle  | Ood | 12
8571320 | bonbon  | Nestle | 15
279708 | waffle  | Ood | 27.302
1048895 | bonbon  | Ood | 20
2288265 | chocolate pie | Karmela | 25
4381300 | donnat  | Nestle | 25.598
7987132 | bonbon pie | Ood | 22.436
6152043 | donnat waffle | Ood | 0.119
2915950 | cookie chocolate | Milka | 13.405
3625608 | cookie  | My firm | 1.670
903349 | pie cookie | Ood | 20
165015 | donnat pie | Nestle | 22
2719981 | pie bisquits | Ood | 27
2866314 | bonbon bisquits | Ood | 4
4023585 | cake waffle | My firm | 6
6670429 | bisquits bonbon | My firm | 23
6238189 | waffle chocolate | My firm | 17.710
6619107 | bonbon  | Milka | 24
6024619 | bisquits  | Kinder | 15.614
2699405 | pie donnat | My firm | 28
5353331 | donnat  | Nestle | 4
6628124 | cake bisquits | My firm | 17.691
73727 | cookie  | Milka | 12.64
500967 | bisquits  | Ood | 19
3538784 | cookie  | Kinder | 28
4856074 | bonbon bonbon | New mark | 2
1408910 | donnat  | New mark | 18
8301531 | donnat  | Milka | 4
1125959 | pie waffle | My firm | 26
5049931 | waffle  | Kinder | 29.484
9423787 | pie bonbon | Nestle | 14.931
9350245 | bonbon cookie | My firm | 0
9579062 | chocolate pie | Milka | 25
9452332 | cake  | Milka | 7
9998645 | pie bisquits | My firm | 3
167858 | waffle  | New mark | 19
1810915 | donnat cake | Ood | 9
6913445 | cookie  | Karmela | 3.636
1762163 | pie chocolate | Milka | 6
9316397 | chocolate waffle | Kinder | 13.796
5518655 | chocolate bonbon | Karmela | 19
5922047 | donnat  | Ood | 24
4860876 | cookie  | Milka | 13
8121961 | bonbon donnat | Karmela | 13.249
8311757 | donnat  | Ood | 26
8944817 | donnat  | Kinder | 27
9701244 | bisquits  | New mark | 22.425
6242453 | waffle bisquits | Nestle | 19
2123264 | cake chocolate | Ood | 22
4171036 | chocolate pie | Nestle | 2
37756 | cookie donnat | Milka | 0
4678990 | pie bonbon | My firm | 0
8038997 | bisquits donnat | Milka | 27.246
9897730 | chocolate  | Milka | 28
3435537 | cookie  | Nestle | 3.620
9213757 | chocolate chocolate | Karmela | 13
7754883 | bonbon cookie | New mark | 29
6583012 | chocolate bonbon | Milka | 4
5344032 | waffle chocolate | Kinder | 28.250
6539367 | donnat donnat | Ood | 26.228
8178298 | cookie waffle | My firm | 22.624
4116556 | donnat cake | My firm | 6.946
9251725 | pie cookie | My firm | 0
4993584 | cookie cookie | Ood | 5
783066 | cake  | New mark | 1
7179205 | cake  | New mark | 5.660
825298 | chocolate cake | My firm | 19
215401 | chocolate cake | Karmela | 24.952
8623326 | donnat  | Milka | 13
9051611 | bonbon cake | Milka | 20.271
5762426 | cookie bisquits | Nestle | 14
1809891 | pie  | Nestle | 23
517819 | bonbon bonbon | Milka | 13
7918342 | bisquits donnat | New mark | 1.808
864164 | donnat  | Ood | 4
4502820 | donnat  | Nestle | 13
4705827 | cake  | Kinder | 28
8186111 | pie cake | Karmela | 28.463
4791713 | bonbon cookie | My firm | 8.673
945727 | donnat bisquits | Karmela | 1
3456811 | bisquits pie | Ood | 8.232
5869444 | donnat  | Milka | 9
3493025 | bisquits  | New mark | 20.214
8929762 | pie bonbon | Nestle | 23
2248941 | bonbon chocolate | New mark | 7
4088978 | donnat  | Nestle | 5
24471 | waffle waffle | Kinder | 29
7452701 | cookie cake | Ood | 22
4527049 | cookie cookie | My firm | 14
79928 | waffle  | Kinder | 13.205
9404047 | waffle  | Nestle | 15
2125008 | waffle  | Nestle | 3.956
8415005 | cake donnat | Kinder | 0
1756226 | pie  | My firm | 24
8449604 | donnat bisquits | Nestle | 17
6340466 | pie  | Nestle | 8
8611719 | bonbon bisquits | My firm | 14.541
6822195 | bisquits bisquits | Ood | 13.30
930341 | waffle cookie | Ood | 1.529
9378337 | chocolate waffle | Nestle | 1
1364356 | cake bonbon | Karmela | 6
5731235 | chocolate bonbon | Milka | 20.913
4680297 | bonbon cookie | Karmela | 18
7700203 | cookie donnat | My firm | 13
9809989 | pie  | Karmela | 20
6424223 | bonbon  | My firm | 24
8790613 | cookie cake | Ood | 16
242399 | cookie cake | New mark | 9.312
9256468 | bonbon cake | New mark | 1.79
7897747 | donnat donnat | Nestle | 8.887
1758521 | pie  | New mark | 8
8023417 | donnat donnat | Nestle | 25
559784 | waffle  | Karmela | 13
9911542 | donnat chocolate | Karmela | 21
1448278 | pie cookie | Milka | 22.462
5655033 | donnat  | Milka | 0.397
4464486 | bisquits cake | Nestle | 13
4108960 | bonbon  | New mark | 16.965
3956180 | cake chocolate | New mark | 20
5306435 | pie cake | My firm | 5
5608818 | chocolate waffle | Karmela | 17
4594897 | bisquits waffle | Kinder | 12
1814491 | bisquits  | Milka | 29
1698853 | bonbon bisquits | Milka | 11
9158051 | waffle  | Ood | 22.243
8500142 | chocolate waffle | Ood | 20
9361282 | waffle cookie | New mark | 8
3491944 | cookie waffle | My firm | 20.344
3771562 | bonbon  | Milka | 5
9939937 | bisquits cake | New mark | 5
752077 | waffle bisquits | Nestle | 0.752
1405523 | cake chocolate | New mark | 16
5481072 | cookie  | Karmela | 27
7290850 | cake  | Karmela | 15
9421345 | bonbon donnat | Kinder | 3.273
2159409 | cookie  | Milka | 20.592
2366039 | cookie chocolate | Nestle | 29.702
4546785 | waffle  | Milka | 1
6454405 | cake pie | Kinder | 8
5389891 | cake  | Kinder | 24.656
9963250 | bisquits donnat | New mark | 27
2302866 | bisquits bonbon | Ood | 24
1468845 | waffle pie | Ood | 27
8344310 | cookie cookie | New mark | 1
7831717 | cookie  | My firm | 21
7060501 | bonbon bonbon | Nestle | 4
4151538 | waffle cookie | Kinder | 14.392
2818170 | bisquits  | Ood | 10.161
7113199 | waffle chocolate | Ood | 23
7487034 | waffle bonbon | Nestle | 24.847
7867017 | waffle chocolate | Milka | 13
8543685 | waffle  | Kinder | 9
2747364 | donnat bisquits | Nestle | 16
1494023 | pie bisquits | Kinder | 29
4802434 | donnat chocolate | Milka | 11
5208007 | cake  | Nestle | 27
695931 | cookie cake | New mark | 14
4739670 | cookie  | Ood | 29.606
6979034 | donnat  | My firm | 0.810
1614834 | donnat bonbon | New mark | 28.753
2736590 | cookie  | My firm | 24
5642424 | donnat waffle | My firm | 0.941
9189684 | donnat  | Ood | 22
5707842 | cookie bisquits | New mark | 27
6777536 | bisquits chocolate | My firm | 26
2646306 | waffle cookie | My firm | 7.4
4373660 | chocolate bonbon | Karmela | 6
5600040 | chocolate bonbon | Nestle | 5
817470 | pie donnat | My firm | 26
1451392 | waffle  | Milka | 13
4830218 | bonbon cookie | My firm | 18
1568077 | waffle cookie | Milka | 20
7745656 | waffle  | Nestle | 16
5851453 | bisquits  | New mark | 15
2471721 | waffle  | Karmela | 12.202
5422065 | cookie waffle | Nestle | 20
6169788 | cookie donnat | Kinder | 20
1971728 | pie bonbon | Karmela | 17
921778 | bonbon  | New mark | 0
3557745 | bonbon cake | Nestle | 16.146
1839001 | bisquits donnat | New mark | 24
624677 | cake  | Karmela | 25.49
5575072 | cookie pie | Nestle | 8
3765934 | bisquits bisquits | Ood | 11
6580965 | donnat cookie | Karmela | 18.482
7397490 | bisquits pie | Ood | 0
9056894 | chocolate  | Karmela | 9
2826428 | bisquits bonbon | New mark | 20
9856762 | bisquits cake | My firm | 14
7708375 | cookie  | Milka | 14.75
8421890 | chocolate cake | Nestle | 12
4626749 | cookie  | Nestle | 1
3754536 | cake waffle | Ood | 27.496
4512320 | cake  | Nestle | 15
6666459 | bisquits donnat | Kinder | 8
4404537 | bonbon waffle | My firm | 8
5230012 | cake bisquits | Nestle | 19.139
6551613 | cake cookie | New mark | 17
3770751 | cake  | New mark | 23.160
6475077 | chocolate  | New mark | 8
4564902 | bonbon waffle | Karmela | 10
7621222 | bonbon donnat | Ood | 17
6473827 | bisquits cookie | My firm | 28.798
9936866 | bonbon waffle | Karmela | 10.405
850984 | cookie chocolate | Karmela | 12
9521178 | donnat cookie | Karmela | 4
3910113 | donnat  | New mark | 15
4962454 | cake bisquits | Ood | 19.817
7572335 | bonbon cookie | New mark | 24
3518264 | cookie pie | Milka | 15
6190730 | donnat waffle | Karmela | 3
7198962 | bisquits pie | Karmela | 27
2290436 | chocolate  | Kinder | 4
1948842 | pie donnat | Ood | 10.39
4210843 | cake bisquits | New mark | 25.413
9734893 | waffle  | Kinder | 1.865
8913613 | pie  | Ood | 11.484
2940890 | pie  | Karmela | 14
1943406 | bisquits bisquits | Ood | 21.586
9502754 | cookie chocolate | Nestle | 24.743
71247 | chocolate bonbon | Ood | 25.842
4359573 | pie donnat | Nestle | 2.235
3658329 | bisquits  | Karmela | 28
1313943 | bisquits bisquits | Ood | 5.830
633041 | bisquits cookie | New mark | 1
3102171 | donnat bonbon | Karmela | 25.799
3618314 | bonbon bisquits | My firm | 21.597
4405781 | pie  | Ood | 15
6454424 | donnat  | Karmela | 18
6095553 | cookie bisquits | Milka | 13.349
8840202 | waffle  | New mark | 26
3766940 | chocolate  | New mark | 21.12
7096779 | donnat cookie | Milka | 8
2576564 | waffle  | Kinder | 7
1896903 | pie  | Karmela | 6.654
7006344 | cake cookie | My firm | 0
423274 | cookie bonbon | Ood | 14
8998773 | cookie  | New mark | 0.164
923205 | waffle bonbon | Karmela | 10
5205899 | pie cookie | Karmela | 13.996
350873 | bisquits  | Kinder | 9
7072985 | cookie bonbon | New mark | 26.341
2410013 | pie  | Ood | 14
2453673 | cookie  | New mark | 20
5217374 | pie cake | Milka | 0
9033480 | waffle cake | Ood | 26.385
8992060 | cookie pie | My firm | 2.521
6069613 | waffle donnat | Karmela | 22
9292255 | bonbon cake | Nestle | 27.218
9551727 | pie waffle | Ood | 11.318
234339 | bonbon  | Nestle | 29
157137 | bonbon bisquits | Milka | 23.569
417111 | cake  | Ood | 27
4272767 | bonbon waffle | Karmela | 10.69
9534624 | cake  | Kinder | 12.675
8027337 | waffle waffle | Karmela | 7.187
9849316 | cake donnat | Nestle | 21
2342789 | pie pie | Ood | 25.757
6352621 | cake donnat | Milka | 25.145
3721916 | bonbon bonbon | Milka | 22
3404869 | bonbon  | Ood | 0
2958992 | bisquits bisquits | Kinder | 13
6337728 | cookie  | New mark | 18
7697385 | pie  | Nestle | 29
9611838 | cookie  | New mark | 14
6621734 | waffle bonbon | Karmela | 21
1822026 | donnat bisquits | New mark | 17.400
5704741 | cookie donnat | Kinder | 18
9774467 | cake  | Ood | 6
423052 | bisquits  | My firm | 3
4467313 | donnat  | My firm | 29
9354059 | waffle waffle | My firm | 14
8205091 | donnat donnat | Milka | 26
8516364 | bonbon cake | Kinder | 22
2431022 | bonbon chocolate | New mark | 17
7074886 | waffle chocolate | New mark | 14.187
6790852 | cookie  | Karmela | 5
6993520 | cake  | Ood | 18
313921 | bonbon waffle | My firm | 6.692
2949420 | bonbon cake | Ood | 29.498
9155095 | donnat waffle | Milka | 19
9625756 | cookie cookie | Kinder | 16
3203303 | chocolate  | Ood | 20
9901289 | chocolate cookie | My firm | 13
5337187 | bonbon cake | Milka | 8.736
3459827 | cookie  | My firm | 11
4878691 | donnat  | Karmela | 27.806
8250361 | bonbon chocolate | Nestle | 19
8541242 | waffle donnat | New mark | 23
7596082 | chocolate bisquits | New mark | 10
9743475 | cookie waffle | Nestle | 22
1734196 | cookie cookie | Nestle | 2
9632149 | donnat donnat | Karmela | 20
9455814 | cookie  | Karmela | 17
7282609 | pie bisquits | Kinder | 24.850
6461034 | cookie chocolate | Ood | 0
8815658 | donnat cookie | Karmela | 8
1902116 | donnat bonbon | Karmela | 26.981
7130708 | pie chocolate | New mark | 11.589
4633528 | waffle  | Ood | 9.97
8770067 | cake bonbon | Kinder | 18
1041858 | donnat donnat | Karmela | 10
9158825 | bonbon  | New mark | 19
7894370 | bisquits bonbon | Nestle | 21
9255227 | chocolate waffle | My firm | 25
5992049 | waffle cake | Ood | 11
7017342 | pie pie | New mark | 23
5474702 | bisquits chocolate | Karmela | 14.585
8350286 | waffle bisquits | Milka | 28.251
247703 | waffle waffle | Milka | 13.515
8571718 | bisquits  | Kinder | 14.389
5416871 | donnat waffle | Karmela | 24
8265719 | waffle chocolate | Karmela | 15
6232579 | bonbon cookie | My firm | 16
142354 | bisquits chocolate | Milka | 9.355
4675019 | bonbon  | My firm | 1
4146603 | cookie waffle | My firm | 19
3705133 | pie  | New mark | 20
2339138 | bonbon  | My firm | 27
1001 | cookie bonbon | Nestle | 16
2085114 | waffle bisquits | Ood | 3
4214288 | bonbon bisquits | Milka | 3
7635314 | cake bisquits | Milka | 13
9449858 | bonbon pie | Milka | 21.825
8189888 | waffle  | New mark | 28
1546934 | waffle bisquits | New mark | 7.25
5324119 | pie  | New mark | 26.883
1383998 | pie  | Kinder | 26.253
5578238 | cookie waffle | Nestle | 17
1866827 | chocolate bonbon | My firm | 18.953
9863663 | cookie  | Milka | 27
5736563 | cookie pie | New mark | 28
5787203 | bonbon chocolate | Milka | 27
8888271 | cookie pie | New mark | 19
7237329 | pie waffle | Karmela | 20.853
5432006 | donnat bisquits | My firm | 29.391
5397835 | cookie cake | Karmela | 25
664125 | bisquits bisquits | Kinder | 12.335
5481320 | bisquits pie | Karmela | 20
2015553 | bonbon cake | Karmela | 26
8214662 | bisquits pie | Milka | 24.69
9266877 | cake bonbon | Karmela | 2
4119271 | chocolate waffle | My firm | 1.229
1342441 | waffle chocolate | Nestle | 12.882
1544779 | cake waffle | Nestle | 11.246
3472031 | chocolate bisquits | Karmela | 28
736881 | bisquits  | New mark | 11.294
3463498 | waffle chocolate | New mark | 10
7090391 | donnat cake | New mark | 22
44706 | cookie chocolate | New mark | 5.533
5876001 | cake bonbon | Kinder | 19
618804 | cookie cookie | Ood | 11.726
2741811 | cookie pie | Karmela | 0
6438719 | cake  | Ood | 2
7385229 | pie chocolate | Milka | 24
589528 | waffle bisquits | New mark | 28
807554 | donnat  | Ood | 4
8817100 | bisquits donnat | Nestle | 12
7677258 | chocolate donnat | Kinder | 17.323
7881008 | bisquits cookie | My firm | 11
8003196 | donnat donnat | Karmela | 3
7681570 | waffle pie | Milka | 25
3367767 | cookie pie | Nestle | 1.592
6599257 | bonbon  | Ood | 17.564
7797404 | bisquits waffle | Milka | 14
3684739 | waffle waffle | Kinder | 8
5969235 | bisquits  | Milka | 25
7211936 | pie bisquits | Nestle | 20.320
3456968 | cake cookie | My firm | 6
809141 | bonbon cake | Kinder | 25.266
1433825 | donnat  | Karmela | 5.857
9524858 | pie pie | New mark | 0
3124385 | chocolate bisquits | Milka | 0
9486727 | donnat chocolate | Karmela | 15.443
5347564 | pie waffle | My firm | 18
3339970 | donnat  | Milka | 14
114567 | pie bisquits | Karmela | 16
7965895 | chocolate cake | Milka | 16.989
4324832 | cookie cookie | Karmela | 15.891
2539876 | bisquits donnat | Ood | 21
2459627 | donnat donnat | Ood | 4
7276095 | donnat bisquits | Karmela | 13.875
3015604 | donnat waffle | Ood | 10
7106538 | pie  | New mark | 26
160062 | bonbon donnat | Kinder | 15
8173343 | cake bisquits | New mark | 13
5023060 | cookie pie | New mark | 23
420995 | cookie cookie | New mark | 7
1838461 | cake bonbon | Milka | 18
7821472 | bisquits cookie | Ood | 18.637
4157291 | bonbon waffle | My firm | 0.466
3853388 | chocolate  | Ood | 29
1397383 | bisquits  | Milka | 22
9458643 | pie  | My firm | 24.720
2788481 | donnat  | New mark | 4.404
976942 | bisquits  | Nestle | 24
639633 | bisquits chocolate | Milka | 19
831375 | bonbon  | Nestle | 20
4246860 | cake chocolate | Ood | 18.295
8410345 | cookie  | Milka | 28
5696970 | cookie bisquits | Ood | 13.569
6943098 | waffle waffle | Milka | 13
1066636 | donnat bonbon | Nestle | 26
5129940 | bisquits  | New mark | 16
2229287 | cake  | Ood | 7.167
4818220 | waffle waffle | Milka | 24
9977156 | chocolate  | Karmela | 13
6584905 | cake bonbon | Kinder | 18
8575130 | chocolate bisquits | Kinder | 26
3465961 | donnat  | Kinder | 3.277
1551992 | cake  | My firm | 26
404574 | cake bisquits | My firm | 9
7583127 | waffle  | Kinder | 26
2440906 | bisquits donnat | Nestle | 11
1647254 | cookie  | New mark | 29
2644355 | cookie chocolate | Nestle | 20.130
7162860 | bonbon bonbon | New mark | 23.878
8580382 | pie  | Milka | 14
9669437 | pie pie | Kinder | 15
5318924 | cake bisquits | Ood | 1.255
4772781 | pie cake | My firm | 15.720
6962583 | cookie bonbon | Nestle | 19.695
8178870 | donnat  | My firm | 22.582
5630715 | cake bonbon | My firm | 3
8471146 | cake cookie | Nestle | 1
4500526 | chocolate pie | Kinder | 3.518
2658214 | chocolate waffle | Ood | 13.725
6409198 | cookie  | Milka | 25.697
3434109 | cake pie | New mark | 26.663
2697666 | bonbon bisquits | Ood | 27
7006278 | chocolate chocolate | Nestle | 22.29
2416802 | waffle donnat | Nestle | 3.866
8872290 | waffle  | Kinder | 3
3580119 | waffle donnat | Nestle | 18.911
905829 | chocolate pie | New mark | 6
8087303 | cake chocolate | Karmela | 11.900
8791154 | chocolate bonbon | Nestle | 2
6593452 | pie bisquits | New mark | 27
4396020 | bisquits pie | Nestle | 11
1966727 | waffle  | Ood | 1.719
3575217 | chocolate chocolate | Kinder | 16
9290219 | pie donnat | New mark | 3
9275467 | bonbon waffle | Ood | 12.593
3489539 | donnat  | Ood | 2
6102713 | bisquits  | Milka | 29.301
8490979 | bonbon  | Karmela | 10
5105801 | cookie  | New mark | 14.432
2691259 | bonbon waffle | Milka | 20
7639332 | cake chocolate | Milka | 14.318
5764127 | bonbon pie | New mark | 2.977
3302235 | pie pie | New mark | 2.73
5532398 | cookie waffle | Nestle | 15
835029 | bisquits cookie | Milka | 20.472
8838576 | cookie  | Ood | 2.633
4241320 | bisquits  | Milka | 12
6306891 | donnat cake | Karmela | 13
5478149 | pie donnat | Kinder | 8
5304814 | chocolate donnat | Milka | 4
6554519 | bonbon chocolate | Kinder | 28
2008649 | bisquits  | Milka | 2.452
4362724 | donnat cookie | Milka | 21
760103 | pie  | Ood | 23
1030155 | bisquits bisquits | Ood | 8.975
6505907 | bonbon cookie | My firm | 16
5057647 | waffle donnat | Ood | 4.83
6941566 | bisquits  | Nestle | 13
3623714 | bisquits  | Milka | 12
8578202 | waffle bonbon | New mark | 3
7856816 | pie  | Kinder | 21.577
5702455 | waffle pie | New mark | 11.259
1284211 | donnat pie | New mark | 11.995
3332493 | bisquits  | New mark | 14.516
5124752 | bonbon cake | Nestle | 9
2521248 | bisquits  | Ood | 0
7159852 | bisquits chocolate | New mark | 17
9367021 | bisquits waffle | Kinder | 14
9309033 | cake waffle | Kinder | 16
218344 | cake cake | Karmela | 27
7434229 | cookie pie | Nestle | 10.963
9660265 | chocolate donnat | Karmela | 17.293
4733958 | cookie cookie | My firm | 16
7870079 | pie chocolate | Karmela | 21
3492375 | chocolate cake | Milka | 24.504
6951819 | bonbon donnat | New mark | 15
1978508 | pie  | New mark | 11
983091 | donnat bonbon | Milka | 23
941521 | donnat  | Karmela | 7
